,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
4796,VF21395,Oregon,2652.7,No,Basic,Bachelor,2011-01-01,Employed,M,82655,Suburban,Married,66,8,93,0,1,Personal Auto,Personal L2,Offer2,Web,316.8,Two-Door Car,Medsize,A,1
4797,PU73561,Arizona,4196.43,No,Basic,Bachelor,2011-02-14,Employed,F,24641,Suburban,Married,105,12,82,0,1,Personal Auto,Personal L2,Offer2,Agent,504.0,SUV,Medsize,A,2
4798,OQ88395,California,4510.54,No,Basic,College,2011-02-04,Employed,M,84300,Rural,Married,111,13,0,0,1,Corporate Auto,Corporate L3,Offer2,Branch,202.22,Four-Door Car,Medsize,A,2
4799,IN64985,Nevada,6140.24,No,Extended,College,2011-01-26,Employed,F,34112,Suburban,Married,77,32,68,0,6,Personal Auto,Personal L3,Offer2,Branch,369.6,Four-Door Car,Small,A,1
4800,GY99465,Oregon,6869.19,No,Basic,College,2011-02-19,Unemployed,F,0,Suburban,Single,69,18,71,2,2,Corporate Auto,Corporate L2,Offer2,Branch,331.2,Four-Door Car,Medsize,A,2
4801,HW56522,Arizona,19185.07,No,Extended,Bachelor,2011-02-19,Employed,M,35322,Rural,Married,244,4,33,0,5,Personal Auto,Personal L3,Offer1,Agent,76.83,Luxury Car,Small,A,2
4802,MV89967,Oregon,23142.15,No,Premium,College,2011-01-08,Unemployed,F,0,Suburban,Single,105,16,16,0,2,Personal Auto,Personal L2,Offer1,Agent,564.95,Four-Door Car,Medsize,A,1
4803,JQ35849,California,5360.56,No,Basic,High School or Below,2011-01-21,Employed,M,24254,Suburban,Married,68,11,84,0,5,Personal Auto,Personal L3,Offer4,Agent,326.4,Four-Door Car,Medsize,A,1
4804,OU50429,California,7524.74,No,Basic,Bachelor,2011-02-04,Employed,M,36580,Suburban,Married,64,20,76,1,2,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,Small,A,2
4805,CQ75652,Oregon,8341.62,No,Premium,College,2011-01-08,Unemployed,M,0,Suburban,Divorced,118,15,77,0,4,Personal Auto,Personal L2,Offer1,Agent,566.4,Four-Door Car,Medsize,A,1
4806,ZB84321,Washington,19690.44,No,Basic,College,2011-01-30,Employed,F,36032,Suburban,Divorced,70,11,39,0,2,Personal Auto,Personal L3,Offer3,Web,336.0,Four-Door Car,Small,A,1
4807,CC91503,California,10169.37,No,Extended,High School or Below,2011-01-03,Unemployed,F,0,Suburban,Married,135,32,61,0,8,Personal Auto,Personal L3,Offer1,Agent,648.0,Sports Car,Medsize,A,1
4808,XS89049,California,2822.59,No,Basic,College,2011-02-09,Disabled,F,25531,Suburban,Married,74,27,52,0,1,Personal Auto,Personal L3,Offer1,Agent,355.2,Two-Door Car,Small,A,2
4809,PG26401,Washington,9191.67,No,Basic,High School or Below,2011-01-24,Employed,M,77603,Suburban,Married,114,10,83,0,8,Personal Auto,Personal L1,Offer2,Call Center,547.2,SUV,Medsize,A,1
4810,WV17090,California,25585.73,No,Basic,Bachelor,2011-02-01,Unemployed,M,0,Suburban,Married,116,0,45,0,2,Corporate Auto,Corporate L1,Offer2,Call Center,830.62,SUV,Medsize,A,2
4811,HA56608,California,13727.8,Yes,Extended,College,2011-01-08,Unemployed,M,0,Suburban,Single,126,12,4,0,2,Special Auto,Special L3,Offer1,Agent,604.8,SUV,Medsize,A,1
4812,HP20623,California,5227.57,No,Basic,High School or Below,2011-01-13,Employed,F,70988,Suburban,Married,65,3,82,0,7,Personal Auto,Personal L1,Offer3,Web,312.0,Four-Door Car,Medsize,A,1
4813,BB48165,California,11095.97,No,Basic,Bachelor,2011-01-03,Unemployed,F,0,Suburban,Single,101,10,48,0,2,Personal Auto,Personal L3,Offer1,Agent,727.2,SUV,Medsize,A,1
4814,BV80674,Oregon,4340.86,No,Extended,Bachelor,2011-02-06,Unemployed,F,0,Suburban,Single,124,6,34,0,1,Personal Auto,Personal L2,Offer3,Call Center,595.2,SUV,Medsize,A,2
4815,ZR32858,California,4315.79,No,Basic,Bachelor,2011-02-25,Employed,F,41252,Urban,Married,109,25,31,0,1,Personal Auto,Personal L3,Offer2,Branch,514.06,SUV,Medsize,A,2
4816,QD17769,Oregon,2552.04,No,Basic,High School or Below,2011-02-12,Employed,M,75740,Rural,Married,64,13,11,0,1,Corporate Auto,Corporate L3,Offer3,Agent,128.52,Two-Door Car,Medsize,A,2
4817,UH62254,California,21423.64,No,Basic,Bachelor,2011-01-03,Unemployed,M,0,Suburban,Married,65,9,31,0,2,Personal Auto,Personal L2,Offer2,Agent,312.0,Two-Door Car,Medsize,A,1
4818,VC34797,California,2435.54,No,Basic,Bachelor,2011-01-27,Employed,F,40921,Rural,Married,62,0,50,2,1,Corporate Auto,Corporate L2,Offer3,Agent,10.56,Four-Door Car,Medsize,A,1
4819,TM28833,Oregon,2276.39,No,Basic,College,2011-01-18,Unemployed,M,0,Suburban,Single,69,15,13,0,1,Personal Auto,Personal L3,Offer4,Call Center,624.98,Two-Door Car,Small,A,1
4820,GM62071,Washington,21435.88,No,Basic,High School or Below,2011-01-07,Employed,F,20668,Suburban,Married,188,34,54,3,2,Personal Auto,Personal L3,Offer2,Call Center,902.4,Four-Door Car,Medsize,A,1
4821,UF91715,Nevada,7664.81,No,Premium,High School or Below,2011-01-22,Unemployed,M,0,Suburban,Single,107,14,90,0,3,Personal Auto,Personal L3,Offer1,Agent,770.4,Four-Door Car,Medsize,A,1
4822,JV12632,Washington,2858.99,No,Extended,Master,2011-01-20,Unemployed,F,0,Urban,Married,83,25,91,4,1,Corporate Auto,Corporate L2,Offer4,Branch,355.39,Four-Door Car,Medsize,A,1
4823,UD31660,California,4061.59,No,Premium,Bachelor,2011-01-13,Employed,M,70129,Rural,Married,103,24,57,1,1,Personal Auto,Personal L2,Offer1,Branch,130.5,Four-Door Car,Medsize,A,1
4824,BU81591,California,10153.89,No,Extended,College,2011-02-15,Unemployed,M,0,Suburban,Married,90,33,75,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,432.0,Four-Door Car,Large,A,2
4825,PS23376,California,5671.09,No,Basic,High School or Below,2011-02-26,Employed,F,69668,Rural,Married,70,34,33,0,4,Corporate Auto,Corporate L2,Offer1,Branch,64.86,Two-Door Car,Large,A,2
4826,CC43119,California,2921.49,No,Basic,Bachelor,2011-01-19,Employed,F,62018,Rural,Married,73,2,59,0,1,Corporate Auto,Corporate L1,Offer4,Web,90.09,Two-Door Car,Medsize,A,1
4827,DI30528,California,2725.36,Yes,Basic,Master,2011-01-03,Employed,F,36650,Rural,Married,69,2,70,1,1,Personal Auto,Personal L3,Offer2,Web,56.6,Four-Door Car,Large,A,1
4828,OD89873,Arizona,8044.87,Yes,Basic,Bachelor,2011-02-19,Employed,M,71391,Urban,Married,67,29,39,0,2,Corporate Auto,Corporate L1,Offer2,Agent,284.0,Four-Door Car,Medsize,A,2
4829,LY90785,Oregon,5793.16,No,Basic,Bachelor,2011-02-06,Employed,M,95733,Suburban,Married,72,19,82,0,3,Corporate Auto,Corporate L3,Offer1,Agent,475.42,Two-Door Car,Small,A,2
4830,FM61329,California,13610.11,No,Basic,College,2011-02-06,Employed,M,50144,Suburban,Married,114,0,35,0,2,Personal Auto,Personal L3,Offer2,Web,786.93,SUV,Medsize,A,2
4831,WX48434,Arizona,4270.03,Yes,Extended,College,2011-01-19,Unemployed,M,0,Suburban,Married,122,27,2,0,1,Corporate Auto,Corporate L3,Offer2,Agent,725.87,SUV,Medsize,A,1
4832,MC83487,Arizona,4276.92,No,Basic,Bachelor,2011-01-28,Disabled,M,18768,Suburban,Single,68,19,53,3,3,Corporate Auto,Corporate L3,Offer1,Agent,647.45,Four-Door Car,Medsize,A,1
4833,QW59726,California,2944.78,No,Basic,Master,2011-01-12,Employed,F,87274,Suburban,Married,73,2,30,1,1,Personal Auto,Personal L2,Offer2,Agent,350.4,Four-Door Car,Medsize,A,1
4834,OH41318,Washington,26122.13,No,Extended,Master,2011-01-07,Employed,M,83385,Suburban,Divorced,131,26,77,2,2,Personal Auto,Personal L3,Offer3,Web,704.34,SUV,Medsize,A,1
4835,SM67119,California,7123.69,No,Basic,College,2011-02-24,Disabled,F,16139,Suburban,Married,62,19,69,0,2,Personal Auto,Personal L3,Offer1,Branch,297.6,Four-Door Car,Large,A,2
4836,YB19340,Oregon,9002.12,No,Premium,High School or Below,2011-02-25,Employed,M,61374,Rural,Married,113,5,27,0,3,Corporate Auto,Corporate L1,Offer2,Call Center,210.1,Two-Door Car,Medsize,A,2
4837,HW54198,Nevada,5201.97,No,Basic,Master,2011-01-29,Employed,M,94186,Rural,Married,64,20,50,0,3,Personal Auto,Personal L3,Offer3,Call Center,135.34,Four-Door Car,Medsize,A,1
4838,WK99918,Oregon,5073.28,Yes,Extended,Doctor,2011-01-30,Employed,M,57709,Suburban,Married,125,10,26,0,1,Personal Auto,Personal L1,Offer2,Branch,600.0,SUV,Medsize,A,1
4839,FF61670,California,18131.19,No,Extended,High School or Below,2011-01-28,Unemployed,M,0,Suburban,Single,82,29,23,1,2,Personal Auto,Personal L2,Offer3,Call Center,393.6,Four-Door Car,Large,A,1
4840,DC78147,Arizona,13727.8,Yes,Extended,College,2011-01-08,Unemployed,M,0,Suburban,Single,126,12,4,0,2,Personal Auto,Personal L2,Offer1,Agent,604.8,SUV,Medsize,A,1
4841,CL38926,Oregon,7198.42,No,Basic,Bachelor,2011-02-15,Medical Leave,M,10458,Suburban,Single,102,11,29,0,4,Corporate Auto,Corporate L3,Offer2,Call Center,489.6,Four-Door Car,Medsize,A,2
4842,RM93459,California,17497.52,Yes,Basic,College,2011-02-28,Unemployed,M,0,Suburban,Divorced,73,9,94,0,2,Personal Auto,Personal L3,Offer1,Agent,350.4,Two-Door Car,Medsize,A,2
4843,PE47967,Oregon,7283.93,No,Basic,College,2011-01-15,Employed,F,79055,Rural,Divorced,186,15,24,0,1,Personal Auto,Personal L1,Offer2,Branch,177.64,Luxury SUV,Medsize,A,1
4844,DL20327,Oregon,7635.55,No,Basic,College,2011-01-08,Employed,F,54539,Urban,Married,63,15,74,0,2,Personal Auto,Personal L2,Offer3,Agent,287.45,Four-Door Car,Medsize,A,1
4845,LM58949,Oregon,2403.54,No,Basic,High School or Below,2011-01-30,Disabled,M,24248,Suburban,Married,70,15,82,0,1,Personal Auto,Personal L2,Offer1,Agent,336.0,Four-Door Car,Medsize,A,1
4846,QS70017,Arizona,8738.4,No,Premium,Bachelor,2011-01-26,Employed,M,43597,Suburban,Married,110,20,24,0,6,Personal Auto,Personal L3,Offer1,Agent,528.0,Two-Door Car,Medsize,A,1
4847,CC88237,California,5257.24,No,Basic,High School or Below,2011-01-24,Employed,M,56154,Suburban,Single,67,6,26,0,4,Personal Auto,Personal L3,Offer3,Web,386.16,Two-Door Car,Small,A,1
4848,SC81807,California,4095.2,No,Basic,College,2011-01-06,Employed,F,32180,Suburban,Married,103,3,28,0,1,Special Auto,Special L2,Offer3,Call Center,558.84,Sports Car,Small,A,1
4849,KZ22690,California,13027.42,No,Extended,College,2011-02-12,Employed,F,76456,Rural,Single,83,27,34,1,2,Personal Auto,Personal L3,Offer4,Web,42.69,Four-Door Car,Medsize,A,2
4850,BS26376,California,7519.13,Yes,Extended,High School or Below,2011-02-20,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Corporate Auto,Corporate L1,Offer1,Agent,185.36,Four-Door Car,Medsize,A,2
4851,RJ40995,Arizona,2491.32,Yes,Basic,Doctor,2011-01-29,Employed,M,36631,Rural,Divorced,62,30,77,0,1,Personal Auto,Personal L2,Offer1,Agent,67.53,Four-Door Car,Large,A,1
4852,KY14688,Oregon,2730.31,No,Basic,Master,2011-01-03,Employed,F,36218,Rural,Married,68,6,83,0,1,Personal Auto,Personal L1,Offer3,Branch,145.25,Four-Door Car,Large,A,1
4853,KA95160,Arizona,23207.25,No,Basic,Master,2011-02-03,Employed,F,89918,Urban,Divorced,115,14,42,0,2,Personal Auto,Personal L3,Offer4,Web,423.12,SUV,Medsize,A,2
4854,TZ71391,Oregon,8509.85,Yes,Basic,Master,2011-01-31,Disabled,M,26057,Suburban,Divorced,74,3,63,0,2,Personal Auto,Personal L1,Offer1,Call Center,523.89,Four-Door Car,Small,A,1
4855,EW34576,Arizona,2839.8,No,Basic,High School or Below,2011-01-25,Employed,F,53071,Suburban,Divorced,72,28,19,0,1,Corporate Auto,Corporate L3,Offer1,Agent,386.23,Four-Door Car,Medsize,A,1
4856,IG90926,Arizona,2476.59,No,Basic,College,2011-02-04,Employed,F,71551,Suburban,Single,62,10,19,0,1,Personal Auto,Personal L3,Offer3,Branch,297.6,Four-Door Car,Medsize,A,2
4857,DQ15807,Oregon,2749.19,No,Extended,High School or Below,2011-01-28,Unemployed,M,0,Suburban,Single,80,15,83,0,1,Personal Auto,Personal L2,Offer1,Call Center,824.49,Four-Door Car,Large,A,1
4858,ER29107,Oregon,6369.26,Yes,Extended,High School or Below,2011-01-20,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small,A,1
4859,CT41158,Washington,10747.03,No,Extended,College,2011-02-25,Employed,M,66446,Urban,Divorced,136,8,77,0,3,Corporate Auto,Corporate L1,Offer2,Branch,639.46,SUV,Large,A,2
4860,CP67787,California,15936.58,No,Extended,Bachelor,2011-02-02,Unemployed,F,0,Suburban,Divorced,76,7,84,0,2,Personal Auto,Personal L1,Offer2,Agent,364.8,Four-Door Car,Medsize,A,2
4861,OD75777,Oregon,5586.97,No,Basic,College,2011-01-09,Disabled,F,19280,Suburban,Married,72,4,39,0,6,Personal Auto,Personal L3,Offer1,Branch,345.6,Four-Door Car,Medsize,A,1
4862,LM79063,Arizona,7155.47,No,Extended,Doctor,2011-02-13,Employed,F,76506,Suburban,Divorced,89,35,65,0,8,Personal Auto,Personal L3,Offer2,Call Center,427.2,Two-Door Car,Small,A,2
4863,EH86912,California,8420.43,No,Basic,College,2011-02-27,Disabled,M,28617,Suburban,Married,112,20,57,0,9,Personal Auto,Personal L2,Offer3,Agent,797.6,SUV,Medsize,A,2
4864,VC64410,Arizona,2491.26,Yes,Basic,High School or Below,2011-02-12,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal Auto,Personal L2,Offer1,Agent,329.21,Four-Door Car,Medsize,A,2
4865,ND71187,Arizona,9487.72,No,Extended,Master,2011-02-26,Employed,M,56233,Suburban,Married,79,30,61,0,2,Corporate Auto,Corporate L2,Offer1,Agent,558.75,Four-Door Car,Large,A,2
4866,UK86050,Arizona,7887.96,No,Basic,High School or Below,2011-02-24,Employed,F,76590,Urban,Divorced,65,0,91,0,2,Personal Auto,Personal L3,Offer1,Agent,183.29,Four-Door Car,Large,A,2
4867,QA17596,California,3903.47,No,Extended,Bachelor,2011-01-03,Employed,F,60068,Suburban,Married,98,17,75,0,1,Personal Auto,Personal L3,Offer2,Agent,470.4,Four-Door Car,Medsize,A,1
4868,WC72942,Oregon,3790.19,No,Extended,High School or Below,2011-02-08,Employed,M,66169,Rural,Married,96,35,30,1,1,Personal Auto,Personal L2,Offer4,Web,156.43,Two-Door Car,Small,A,2
4869,OO49507,Washington,4530.39,No,Basic,Doctor,2011-02-03,Employed,F,52957,Urban,Married,112,14,92,0,1,Personal Auto,Personal L2,Offer1,Branch,425.42,Sports Car,Medsize,A,2
4870,OM24164,Nevada,2199.62,No,Basic,Bachelor,2011-01-06,Unemployed,M,0,Suburban,Single,65,5,19,1,1,Personal Auto,Personal L2,Offer1,Agent,468.0,Two-Door Car,Medsize,A,1
4871,TP30316,California,9705.31,No,Basic,College,2011-02-08,Employed,M,79157,Rural,Married,61,25,45,0,2,Corporate Auto,Corporate L1,Offer2,Agent,117.78,Two-Door Car,Small,A,2
4872,EL42453,Washington,2519.57,No,Basic,Bachelor,2011-01-10,Employed,M,41372,Suburban,Married,64,21,32,0,1,Personal Auto,Personal L2,Offer2,Branch,307.2,Four-Door Car,Small,A,1
4873,FR82361,Arizona,10477.78,No,Extended,Doctor,2011-01-23,Employed,M,61427,Suburban,Single,88,24,12,0,2,Personal Auto,Personal L3,Offer1,Branch,422.4,Four-Door Car,Large,A,1
4874,LH85364,Oregon,26016.52,No,Extended,High School or Below,2011-01-17,Employed,F,43922,Rural,Single,83,2,43,0,2,Personal Auto,Personal L3,Offer1,Branch,40.74,Four-Door Car,Medsize,A,1
4875,ZX83542,California,5300.69,No,Basic,Master,2011-02-16,Disabled,M,26585,Urban,Married,69,26,23,0,4,Corporate Auto,Corporate L3,Offer1,Call Center,308.65,Four-Door Car,Large,A,2
4876,JG77605,Nevada,5745.12,No,Basic,Bachelor,2011-02-01,Employed,F,30389,Urban,Married,73,34,66,0,4,Personal Auto,Personal L1,Offer2,Web,278.93,Four-Door Car,Medsize,A,2
4877,MH43755,Arizona,13881.04,No,Premium,College,2011-02-14,Disabled,F,17961,Urban,Married,181,28,51,0,3,Personal Auto,Personal L2,Offer2,Agent,476.71,Sports Car,Medsize,A,2
4878,FF84784,California,5643.72,No,Basic,College,2011-02-10,Employed,M,33317,Suburban,Married,72,18,31,1,3,Personal Auto,Personal L2,Offer1,Agent,345.6,Two-Door Car,Medsize,A,2
4879,DC91024,Oregon,15984.53,No,Basic,Bachelor,2011-02-07,Unemployed,M,0,Suburban,Single,69,19,74,0,2,Personal Auto,Personal L3,Offer4,Branch,331.2,Two-Door Car,Small,A,2
4880,QC30857,Nevada,2931.16,No,Basic,College,2011-02-28,Employed,F,45768,Urban,Married,73,33,27,0,1,Personal Auto,Personal L2,Offer1,Agent,191.93,Two-Door Car,Medsize,A,2
4881,HB17438,Washington,10570.79,No,Extended,Bachelor,2011-02-21,Employed,M,92044,Urban,Married,132,7,77,0,3,Personal Auto,Personal L1,Offer4,Web,617.29,SUV,Medsize,A,2
4882,IL40123,Nevada,5689.64,No,Basic,College,2011-01-27,Employed,F,83640,Suburban,Married,70,20,13,0,4,Corporate Auto,Corporate L3,Offer2,Branch,471.05,Two-Door Car,Medsize,A,1
4883,WW68250,Oregon,2719.26,No,Basic,Bachelor,2011-02-21,Employed,M,81799,Suburban,Married,68,23,97,0,1,Personal Auto,Personal L3,Offer2,Agent,326.4,Four-Door Car,Small,A,2
4884,MX80067,California,2509.27,No,Basic,High School or Below,2011-01-08,Employed,M,74045,Suburban,Single,64,23,83,0,1,Personal Auto,Personal L3,Offer3,Web,307.2,Four-Door Car,Medsize,A,1
4885,AK54675,California,5535.96,No,Extended,Bachelor,2011-02-04,Employed,F,84863,Suburban,Divorced,138,28,40,0,1,Corporate Auto,Corporate L2,Offer4,Call Center,691.7,SUV,Large,A,2
4886,YY63521,Arizona,6047.03,Yes,Extended,College,2011-02-19,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L2,Offer1,Branch,364.8,Four-Door Car,Medsize,A,2
4887,LN10007,Oregon,13369.44,No,Basic,College,2011-02-09,Employed,F,50800,Suburban,Married,112,1,45,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,621.22,Sports Car,Medsize,A,2
4888,TF65501,California,4601.91,No,Basic,High School or Below,2011-01-07,Employed,F,37308,Suburban,Married,115,2,51,0,1,Personal Auto,Personal L2,Offer1,Web,552.0,SUV,Medsize,A,1
4889,RA63927,Oregon,7193.1,No,Extended,High School or Below,2011-01-01,Employed,M,30886,Rural,Married,91,7,53,0,4,Personal Auto,Personal L1,Offer3,Web,103.42,Four-Door Car,Medsize,A,1
4890,RQ77476,Oregon,20461.15,No,Premium,Bachelor,2011-02-26,Employed,M,87502,Urban,Married,102,20,28,0,2,Personal Auto,Personal L3,Offer2,Branch,421.11,Four-Door Car,Medsize,A,2
4891,UY85263,Nevada,11255.46,No,Extended,Bachelor,2011-02-03,Employed,F,88858,Urban,Married,93,2,60,0,2,Personal Auto,Personal L2,Offer2,Agent,310.37,Four-Door Car,Small,A,2
4892,FW16824,Oregon,4758.19,No,Basic,High School or Below,2011-01-22,Employed,M,72805,Suburban,Married,62,13,34,4,3,Corporate Auto,Corporate L3,Offer2,Branch,365.47,Four-Door Car,Medsize,A,1
4893,LY19199,Oregon,4815.53,No,Basic,Bachelor,2011-01-26,Employed,M,80355,Rural,Divorced,62,26,33,1,3,Corporate Auto,Corporate L3,Offer1,Branch,83.39,Two-Door Car,Medsize,A,1
4894,QL35310,Nevada,2725.36,Yes,Basic,Master,2011-01-03,Employed,F,36650,Rural,Married,69,2,70,1,1,Corporate Auto,Corporate L3,Offer2,Web,56.6,Four-Door Car,Large,A,1
4895,QZ19741,California,13815.78,No,Premium,College,2011-01-03,Employed,F,96745,Suburban,Married,179,14,25,5,3,Personal Auto,Personal L1,Offer2,Branch,859.2,SUV,Medsize,A,1
4896,PK20739,Oregon,13248.64,No,Premium,Bachelor,2011-01-05,Employed,M,25074,Suburban,Married,112,17,8,0,2,Personal Auto,Personal L1,Offer1,Branch,537.6,Two-Door Car,Medsize,A,1
4897,WN56695,California,8607.48,No,Premium,College,2011-02-11,Unemployed,M,0,Suburban,Married,118,30,52,0,7,Personal Auto,Personal L2,Offer1,Web,566.4,Four-Door Car,Medsize,A,2
4898,KG81168,Arizona,2826.31,No,Basic,Bachelor,2011-01-12,Employed,M,65090,Rural,Married,71,28,3,0,1,Personal Auto,Personal L3,Offer3,Agent,74.0,Four-Door Car,Medsize,A,1
4899,VZ59523,Arizona,5704.98,No,Basic,Doctor,2011-01-21,Employed,M,50695,Rural,Married,71,31,30,0,5,Personal Auto,Personal L3,Offer1,Call Center,110.57,Four-Door Car,Medsize,A,1
4900,FM38725,Oregon,2432.17,No,Basic,High School or Below,2011-02-21,Unemployed,F,0,Suburban,Single,69,2,50,0,1,Personal Auto,Personal L3,Offer4,Web,764.2,Four-Door Car,Medsize,A,2
4901,QA68548,California,10634.84,No,Basic,High School or Below,2011-02-08,Unemployed,F,0,Suburban,Single,61,35,71,0,2,Personal Auto,Personal L3,Offer2,Agent,292.8,Two-Door Car,Medsize,A,2
4902,NL44360,Oregon,2611.15,No,Basic,Bachelor,2011-01-23,Retired,F,13424,Suburban,Divorced,71,30,78,0,1,Personal Auto,Personal L3,Offer3,Call Center,340.8,Four-Door Car,Medsize,A,1
4903,EA14700,California,4966.74,No,Basic,Bachelor,2011-01-26,Unemployed,M,0,Suburban,Single,73,9,83,0,6,Personal Auto,Personal L3,Offer2,Call Center,525.6,Two-Door Car,Small,A,1
4904,PY50779,Arizona,7060.21,No,Extended,High School or Below,2011-01-27,Employed,M,85412,Rural,Divorced,88,33,92,0,3,Personal Auto,Personal L1,Offer1,Call Center,134.68,Four-Door Car,Medsize,A,1
4905,QT89604,Arizona,4961.41,No,Basic,High School or Below,2011-01-22,Employed,F,55702,Rural,Married,61,13,55,0,6,Personal Auto,Personal L3,Offer1,Agent,151.13,Four-Door Car,Medsize,A,1
4906,EV19512,Nevada,16301.97,Yes,Extended,Master,2011-02-17,Retired,F,19614,Suburban,Married,85,21,32,0,2,Personal Auto,Personal L2,Offer2,Agent,574.02,Two-Door Car,Medsize,A,2
4907,CQ72935,Arizona,4974.8,Yes,Basic,Bachelor,2011-01-18,Employed,M,75644,Suburban,Divorced,65,15,68,0,9,Personal Auto,Personal L3,Offer2,Branch,467.8,Two-Door Car,Medsize,A,1
4908,HZ84382,Oregon,8283.84,No,Premium,Master,2011-02-24,Employed,M,94851,Rural,Single,104,6,33,0,3,Personal Auto,Personal L3,Offer1,Call Center,191.0,Four-Door Car,Small,A,2
4909,LG73224,California,2670.64,No,Basic,High School or Below,2011-01-20,Employed,M,52572,Suburban,Single,68,16,73,0,1,Personal Auto,Personal L2,Offer4,Web,379.28,Four-Door Car,Medsize,A,1
4910,RR39751,California,3571.35,No,Extended,Bachelor,2011-01-18,Unemployed,F,0,Urban,Married,96,19,30,0,1,Personal Auto,Personal L3,Offer1,Branch,438.66,Four-Door Car,Medsize,A,1
4911,CO53758,California,5059.99,No,Basic,High School or Below,2011-02-15,Employed,M,70999,Suburban,Married,63,5,70,0,3,Corporate Auto,Corporate L2,Offer4,Agent,305.6,Four-Door Car,Small,A,2
4912,IW87075,Arizona,7280.3,No,Basic,Bachelor,2011-02-05,Employed,M,32627,Rural,Single,67,14,53,4,2,Personal Auto,Personal L3,Offer1,Call Center,54.63,Four-Door Car,Medsize,A,2
4913,LM44949,Oregon,5682.52,No,Basic,Doctor,2011-01-13,Employed,F,36938,Urban,Married,70,32,31,0,3,Special Auto,Special L2,Offer1,Agent,244.8,Four-Door Car,Medsize,A,1
4914,WO80705,Arizona,2855.93,No,Basic,Bachelor,2011-02-14,Employed,F,50738,Suburban,Divorced,71,11,48,0,1,Personal Auto,Personal L1,Offer3,Agent,344.47,Four-Door Car,Large,A,2
4915,PB60406,California,5714.23,No,Basic,Doctor,2011-02-25,Employed,F,79719,Suburban,Single,71,12,87,0,6,Personal Auto,Personal L3,Offer1,Agent,425.92,Four-Door Car,Small,A,2
4916,WG15841,California,2810.46,Yes,Basic,Bachelor,2011-02-27,Employed,M,26790,Suburban,Married,71,4,41,0,1,Personal Auto,Personal L3,Offer2,Agent,340.8,Four-Door Car,Medsize,A,2
4917,NG66579,Oregon,5059.62,No,Basic,Bachelor,2011-01-06,Employed,M,41869,Urban,Married,64,5,52,0,6,Personal Auto,Personal L3,Offer2,Web,262.12,Two-Door Car,Medsize,A,1
4918,HO38996,Oregon,2430.8,No,Basic,High School or Below,2011-02-17,Unemployed,M,0,Suburban,Married,67,1,19,0,1,Special Auto,Special L2,Offer4,Call Center,321.6,Four-Door Car,Medsize,A,2
4919,DM79012,Oregon,7380.98,No,Extended,Master,2011-02-06,Employed,F,65706,Suburban,Married,91,19,86,0,8,Personal Auto,Personal L3,Offer2,Web,436.8,Four-Door Car,Small,A,2
4920,II16403,California,7607.98,No,Basic,College,2011-02-13,Employed,F,31456,Rural,Single,199,5,61,0,1,Personal Auto,Personal L3,Offer1,Branch,436.7,Luxury SUV,Medsize,A,2
4921,IU96845,Arizona,6285.48,No,Extended,College,2011-02-10,Employed,M,32390,Rural,Married,80,20,36,0,8,Personal Auto,Personal L3,Offer1,Call Center,91.42,Four-Door Car,Medsize,A,2
4922,AC79024,Nevada,5533.23,No,Basic,Bachelor,2011-02-07,Employed,M,23241,Suburban,Married,70,11,14,0,9,Personal Auto,Personal L1,Offer2,Agent,504.0,Two-Door Car,Small,A,2
4923,WA68850,Arizona,4198.03,No,Basic,High School or Below,2011-02-09,Employed,M,30598,Suburban,Married,106,13,21,0,1,Personal Auto,Personal L2,Offer3,Agent,508.8,SUV,Medsize,A,2
4924,LY93301,Oregon,12495.74,No,Basic,Bachelor,2011-02-03,Unemployed,M,0,Suburban,Single,61,32,85,0,2,Corporate Auto,Corporate L3,Offer3,Agent,292.8,Two-Door Car,Medsize,A,2
4925,TW66679,Oregon,8823.85,No,Basic,High School or Below,2011-02-08,Employed,M,75741,Rural,Married,109,31,59,0,7,Corporate Auto,Corporate L3,Offer3,Agent,217.19,SUV,Small,A,2
4926,QV89018,Arizona,20467.72,No,Basic,High School or Below,2011-01-03,Employed,M,89025,Urban,Married,64,32,10,0,2,Personal Auto,Personal L3,Offer3,Branch,179.25,Four-Door Car,Large,A,1
4927,UJ38473,California,21923.12,No,Basic,Bachelor,2011-01-05,Employed,M,81197,Rural,Married,109,2,42,0,2,Personal Auto,Personal L1,Offer2,Branch,94.73,Sports Car,Small,A,1
4928,CM73149,California,14244.73,No,Extended,Bachelor,2011-02-24,Employed,F,31189,Suburban,Single,122,18,10,0,2,Personal Auto,Personal L3,Offer2,Agent,585.6,Sports Car,Large,A,2
